OA Code,Ward Name,LA Name,Region Name,QS112EW0002,QS112EW0001 (base),OA Percentage
E00086500,St Jude,Portsmouth,South East,58,350,16.5700,
E00174444,Charles Dickens,Portsmouth,South East,49,196,25.0000,
E00085958,Baffins,Portsmouth,South East,30,492,6.1000,
E00086312,Hilsea,Portsmouth,South East,21,359,5.8500,
E00085946,Baffins,Portsmouth,South East,29,378,7.6700,
E00086459,St Jude,Portsmouth,South East,66,287,23.0000,
E00086490,St Jude,Portsmouth,South East,80,267,29.9600,
E00086233,Fratton,Portsmouth,South East,55,308,17.8600,
E00086085,Copnor,Portsmouth,South East,30,347,8.6500,
E00086052,Charles Dickens,Portsmouth,South East,65,336,19.3500,
E00086004,Central Southsea,Portsmouth,South East,29,359,8.0800,
E00086334,Milton,Portsmouth,South East,36,349,10.3200,
E00086335,Milton,Portsmouth,South East,41,266,15.4100,
E00085981,Central Southsea,Portsmouth,South East,45,325,13.8500,
E00174464,Charles Dickens,Portsmouth,South East,107,205,52.2000,
E00086393,Nelson,Portsmouth,South East,33,260,12.6900,
E00085994,Central Southsea,Portsmouth,South East,49,343,14.2900,
E00086302,Hilsea,Portsmouth,South East,54,296,18.2400,
E00174442,Charles Dickens,Portsmouth,South East,62,253,24.5100,
E00086385,Nelson,Portsmouth,South East,42,291,14.4300,
E00086304,Hilsea,Portsmouth,South East,33,269,12.2700,
E00086203,Eastney and Craneswater,Portsmouth,South East,27,318,8.4900,
E00086458,St Jude,Portsmouth,South East,49,214,22.9000,
E00086282,Hilsea,Portsmouth,South East,40,341,11.7300,
E00086376,Nelson,Portsmouth,South East,24,323,7.4300,
E00086383,Nelson,Portsmouth,South East,36,295,12.2000,
E00086315,Hilsea,Portsmouth,South East,24,281,8.5400,
E00086394,Nelson,Portsmouth,South East,45,267,16.8500,
E00086248,Fratton,Portsmouth,South East,30,250,12.0000,
E00086411,Nelson,Portsmouth,South East,49,373,13.1400,
E00086273,Fratton,Portsmouth,South East,39,333,11.7100,
E00086266,Fratton,Portsmouth,South East,35,351,9.9700,
E00086227,Eastney and Craneswater,Portsmouth,South East,73,243,30.0400,
E00085963,Baffins,Portsmouth,South East,46,296,15.5400,
E00086349,Milton,Portsmouth,South East,29,294,9.8600,
E00086140,Cosham,Portsmouth,South East,9,251,3.5900,
E00086322,Milton,Portsmouth,South East,42,404,10.4000,
E00086505,St Thomas,Portsmouth,South East,88,327,26.9100,
E00085948,Baffins,Portsmouth,South East,34,300,11.3300,
E00086466,St Jude,Portsmouth,South East,75,255,29.4100,
E00086397,Nelson,Portsmouth,South East,31,302,10.2600,
E00086357,Milton,Portsmouth,South East,31,285,10.8800,
E00086341,Milton,Portsmouth,South East,41,259,15.8300,
E00086316,Hilsea,Portsmouth,South East,18,297,6.0600,
E00086235,Fratton,Portsmouth,South East,35,373,9.3800,
E00174472,Milton,Portsmouth,South East,12,91,13.1900,
E00086276,Fratton,Portsmouth,South East,45,310,14.5200,
E00085943,Baffins,Portsmouth,South East,31,289,10.7300,
E00086241,Fratton,Portsmouth,South East,22,302,7.2800,
E00085986,Central Southsea,Portsmouth,South East,27,362,7.4600,
E00174441,Charles Dickens,Portsmouth,South East,80,372,21.5100,
E00086210,Eastney and Craneswater,Portsmouth,South East,32,267,11.9900,
E00086257,Fratton,Portsmouth,South East,29,291,9.9700,
E00086291,Hilsea,Portsmouth,South East,34,359,9.4700,
E00085939,Baffins,Portsmouth,South East,28,279,10.0400,
E00085951,Baffins,Portsmouth,South East,25,374,6.6800,
E00086310,Hilsea,Portsmouth,South East,28,281,9.9600,
E00174427,Milton,Portsmouth,South East,8,96,8.3300,
E00086255,Fratton,Portsmouth,South East,32,257,12.4500,
E00174452,St Thomas,Portsmouth,South East,53,177,29.9400,
E00086326,Milton,Portsmouth,South East,58,271,21.4000,
E00085960,Baffins,Portsmouth,South East,61,381,16.0100,
E00085984,Central Southsea,Portsmouth,South East,28,298,9.4000,
E00086024,Charles Dickens,Portsmouth,South East,27,327,8.2600,
E00174434,Milton,Portsmouth,South East,32,163,19.6300,
E00085923,Baffins,Portsmouth,South East,35,433,8.0800,
E00086359,Milton,Portsmouth,South East,54,255,21.1800,
E00086472,St Jude,Portsmouth,South East,51,274,18.6100,
E00085931,Baffins,Portsmouth,South East,34,236,14.4100,
E00086321,Milton,Portsmouth,South East,41,358,11.4500,
E00085935,Baffins,Portsmouth,South East,40,318,12.5800,
E00086275,Fratton,Portsmouth,South East,45,341,13.2000,
E00085955,Baffins,Portsmouth,South East,31,320,9.6900,
E00086325,Milton,Portsmouth,South East,46,291,15.8100,
E00086340,Milton,Portsmouth,South East,47,328,14.3300,
E00085961,Baffins,Portsmouth,South East,19,291,6.5300,
E00086238,Fratton,Portsmouth,South East,31,306,10.1300,
E00086063,Copnor,Portsmouth,South East,19,316,6.0100,
E00085973,Central Southsea,Portsmouth,South East,25,483,5.1800,
E00086192,Eastney and Craneswater,Portsmouth,South East,39,272,14.3400,
E00086006,Central Southsea,Portsmouth,South East,28,273,10.2600,
E00085932,Baffins,Portsmouth,South East,30,314,9.5500,
E00086087,Copnor,Portsmouth,South East,29,435,6.6700,
E00085974,Central Southsea,Portsmouth,South East,31,327,9.4800,
E00086535,St Thomas,Portsmouth,South East,47,218,21.5600,
E00085988,Central Southsea,Portsmouth,South East,35,362,9.6700,
E00086546,St Thomas,Portsmouth,South East,48,271,17.7100,
E00086373,Nelson,Portsmouth,South East,30,326,9.2000,
E00086370,Nelson,Portsmouth,South East,28,429,6.5300,
E00085952,Baffins,Portsmouth,South East,37,389,9.5100,
E00085977,Central Southsea,Portsmouth,South East,24,432,5.5600,
E00086531,St Thomas,Portsmouth,South East,62,215,28.8400,
E00086240,Fratton,Portsmouth,South East,46,294,15.6500,
E00086303,Hilsea,Portsmouth,South East,28,350,8.0000,
E00086382,Nelson,Portsmouth,South East,24,265,9.0600,
E00085976,Central Southsea,Portsmouth,South East,54,146,36.9900,
E00086320,Hilsea,Portsmouth,South East,19,286,6.6400,
E00086086,Copnor,Portsmouth,South East,32,345,9.2800,
E00086005,Central Southsea,Portsmouth,South East,36,400,9.0000,
E00086212,Eastney and Craneswater,Portsmouth,South East,42,279,15.0500,
E00086034,Charles Dickens,Portsmouth,South East,66,243,27.1600,
E00086077,Copnor,Portsmouth,South East,32,387,8.2700,
E00086379,Nelson,Portsmouth,South East,31,313,9.9000,
E00086293,Hilsea,Portsmouth,South East,36,422,8.5300,
E00085926,Baffins,Portsmouth,South East,28,303,9.2400,
E00174459,St Thomas,Portsmouth,South East,14,175,8.0000,
E00086528,St Thomas,Portsmouth,South East,71,186,38.1700,
E00086032,Charles Dickens,Portsmouth,South East,53,307,17.2600,
E00086102,Copnor,Portsmouth,South East,43,298,14.4300,
E00086268,Fratton,Portsmouth,South East,30,258,11.6300,
E00085942,Baffins,Portsmouth,South East,27,263,10.2700,
E00085978,Central Southsea,Portsmouth,South East,26,332,7.8300,
E00086190,Eastney and Craneswater,Portsmouth,South East,32,284,11.2700,
E00086520,St Thomas,Portsmouth,South East,68,242,28.1000,
E00086345,Milton,Portsmouth,South East,40,330,12.1200,
E00086139,Cosham,Portsmouth,South East,22,291,7.5600,
E00086242,Fratton,Portsmouth,South East,124,359,34.5400,
E00174469,St Thomas,Portsmouth,South East,39,392,9.9500,
E00086187,Eastney and Craneswater,Portsmouth,South East,63,223,28.2500,
E00086374,Nelson,Portsmouth,South East,40,244,16.3900,
E00086367,Nelson,Portsmouth,South East,29,269,10.7800,
E00086462,St Jude,Portsmouth,South East,60,369,16.2600,
E00085970,Central Southsea,Portsmouth,South East,28,326,8.5900,
E00086061,Copnor,Portsmouth,South East,19,346,5.4900,
E00086076,Copnor,Portsmouth,South East,31,310,10.0000,
E00086253,Fratton,Portsmouth,South East,30,281,10.6800,
E00086477,St Jude,Portsmouth,South East,100,313,31.9500,
E00085987,Central Southsea,Portsmouth,South East,32,337,9.5000,
E00086366,Nelson,Portsmouth,South East,45,333,13.5100,
E00086486,St Jude,Portsmouth,South East,73,285,25.6100,
E00086250,Fratton,Portsmouth,South East,39,237,16.4600,
E00086292,Hilsea,Portsmouth,South East,31,287,10.8000,
E00085929,Baffins,Portsmouth,South East,58,359,16.1600,
E00086213,Eastney and Craneswater,Portsmouth,South East,29,399,7.2700,
E00086469,St Jude,Portsmouth,South East,55,235,23.4000,
E00086023,Charles Dickens,Portsmouth,South East,27,378,7.1400,
E00174455,St Thomas,Portsmouth,South East,56,268,20.9000,
E00086473,St Jude,Portsmouth,South East,77,218,35.3200,
E00085975,Central Southsea,Portsmouth,South East,30,373,8.0400,
E00086301,Hilsea,Portsmouth,South East,76,220,34.5500,
E00085922,Baffins,Portsmouth,South East,73,453,16.1100,
E00086223,Eastney and Craneswater,Portsmouth,South East,59,264,22.3500,
E00085964,Central Southsea,Portsmouth,South East,22,504,4.3700,
E00086364,Nelson,Portsmouth,South East,42,280,15.0000,
E00086540,St Thomas,Portsmouth,South East,58,243,23.8700,
E00085997,Central Southsea,Portsmouth,South East,93,256,36.3300,
E00086270,Fratton,Portsmouth,South East,38,299,12.7100,
E00086380,Nelson,Portsmouth,South East,38,282,13.4800,
E00086008,Central Southsea,Portsmouth,South East,28,373,7.5100,
E00086482,St Jude,Portsmouth,South East,51,318,16.0400,
E00086403,Nelson,Portsmouth,South East,43,233,18.4500,
E00086089,Copnor,Portsmouth,South East,36,358,10.0600,
E00085940,Baffins,Portsmouth,South East,37,332,11.1400,
E00086199,Eastney and Craneswater,Portsmouth,South East,34,570,5.9600,
E00086262,Fratton,Portsmouth,South East,32,359,8.9100,
E00086333,Milton,Portsmouth,South East,67,309,21.6800,
E00085999,Central Southsea,Portsmouth,South East,46,361,12.7400,
E00085971,Central Southsea,Portsmouth,South East,28,381,7.3500,
E00086232,Fratton,Portsmouth,South East,31,349,8.8800,
E00086058,Charles Dickens,Portsmouth,South East,26,239,10.8800,
E00086234,Fratton,Portsmouth,South East,45,243,18.5200,
E00086517,St Thomas,Portsmouth,South East,75,249,30.1200,
E00086092,Copnor,Portsmouth,South East,36,317,11.3600,
E00086013,Charles Dickens,Portsmouth,South East,37,253,14.6200,
E00086362,Milton,Portsmouth,South East,35,353,9.9200,
E00085930,Baffins,Portsmouth,South East,32,292,10.9600,
E00086100,Copnor,Portsmouth,South East,24,332,7.2300,
E00086297,Hilsea,Portsmouth,South East,6,294,2.0400,
E00086392,Nelson,Portsmouth,South East,57,301,18.9400,
E00086216,Eastney and Craneswater,Portsmouth,South East,35,310,11.2900,
E00086142,Cosham,Portsmouth,South East,23,324,7.1000,
E00085968,Central Southsea,Portsmouth,South East,21,385,5.4500,
E00174453,Charles Dickens,Portsmouth,South East,100,141,70.9200,
E00086267,Fratton,Portsmouth,South East,48,347,13.8300,
E00086313,Hilsea,Portsmouth,South East,42,272,15.4400,
E00086274,Fratton,Portsmouth,South East,63,363,17.3600,
E00086386,Nelson,Portsmouth,South East,55,197,27.9200,
E00086463,St Jude,Portsmouth,South East,45,271,16.6100,
E00086236,Fratton,Portsmouth,South East,37,344,10.7600,
E00086141,Cosham,Portsmouth,South East,38,456,8.3300,
E00086536,St Thomas,Portsmouth,South East,70,232,30.1700,
E00086049,Charles Dickens,Portsmouth,South East,38,311,12.2200,
E00086069,Copnor,Portsmouth,South East,15,271,5.5400,
E00086508,St Thomas,Portsmouth,South East,40,244,16.3900,
E00086054,Charles Dickens,Portsmouth,South East,52,234,22.2200,
E00085962,Baffins,Portsmouth,South East,43,370,11.6200,
E00086080,Copnor,Portsmouth,South East,24,295,8.1400,
E00086001,Central Southsea,Portsmouth,South East,47,393,11.9600,
E00086230,Fratton,Portsmouth,South East,48,477,10.0600,
E00086342,Milton,Portsmouth,South East,34,331,10.2700,
E00174470,Charles Dickens,Portsmouth,South East,75,150,50.0000,
E00086198,Eastney and Craneswater,Portsmouth,South East,49,269,18.2200,
E00085982,Central Southsea,Portsmouth,South East,23,289,7.9600,
E00086507,St Thomas,Portsmouth,South East,70,249,28.1100,
E00086071,Copnor,Portsmouth,South East,29,332,8.7300,
E00086495,St Jude,Portsmouth,South East,80,411,19.4600,
E00086532,St Thomas,Portsmouth,South East,14,436,3.2100,
E00086264,Fratton,Portsmouth,South East,40,279,14.3400,
E00086217,Eastney and Craneswater,Portsmouth,South East,33,391,8.4400,
E00086518,St Thomas,Portsmouth,South East,38,397,9.5700,
E00086035,Charles Dickens,Portsmouth,South East,27,292,9.2500,
E00174461,Charles Dickens,Portsmouth,South East,38,259,14.6700,
E00085954,Baffins,Portsmouth,South East,34,329,10.3300,
E00085921,Baffins,Portsmouth,South East,78,327,23.8500,
E00086305,Hilsea,Portsmouth,South East,47,279,16.8500,
E00086384,Nelson,Portsmouth,South East,42,333,12.6100,
E00086388,Nelson,Portsmouth,South East,35,304,11.5100,
E00086309,Hilsea,Portsmouth,South East,66,219,30.1400,
E00085944,Baffins,Portsmouth,South East,46,346,13.2900,
E00086346,Milton,Portsmouth,South East,51,387,13.1800,
E00086209,Eastney and Craneswater,Portsmouth,South East,41,312,13.1400,
E00086197,Eastney and Craneswater,Portsmouth,South East,48,241,19.9200,
E00086372,Nelson,Portsmouth,South East,34,272,12.5000,
E00086288,Hilsea,Portsmouth,South East,36,346,10.4000,
E00086489,St Jude,Portsmouth,South East,63,236,26.6900,
E00086296,Hilsea,Portsmouth,South East,82,265,30.9400,
E00085947,Baffins,Portsmouth,South East,47,317,14.8300,
E00085980,Central Southsea,Portsmouth,South East,29,421,6.8900,
E00086491,St Jude,Portsmouth,South East,82,287,28.5700,
E00086410,Nelson,Portsmouth,South East,29,277,10.4700,
E00086492,St Jude,Portsmouth,South East,72,268,26.8700,
E00085928,Baffins,Portsmouth,South East,25,267,9.3600,
E00086353,Milton,Portsmouth,South East,33,315,10.4800,
E00086261,Fratton,Portsmouth,South East,22,424,5.1900,
E00085920,Baffins,Portsmouth,South East,36,336,10.7100,
E00086067,Copnor,Portsmouth,South East,56,253,22.1300,
E00086002,Central Southsea,Portsmouth,South East,41,281,14.5900,
E00086083,Copnor,Portsmouth,South East,24,351,6.8400,
E00086547,St Thomas,Portsmouth,South East,63,255,24.7100,
E00085966,Central Southsea,Portsmouth,South East,19,352,5.4000,
E00086356,Milton,Portsmouth,South East,25,309,8.0900,
E00086231,Fratton,Portsmouth,South East,53,305,17.3800,
E00086365,Nelson,Portsmouth,South East,45,228,19.7400,
E00085933,Baffins,Portsmouth,South East,34,308,11.0400,
E00085967,Central Southsea,Portsmouth,South East,64,167,38.3200,
E00086237,Fratton,Portsmouth,South East,54,405,13.3300,
E00086280,Hilsea,Portsmouth,South East,38,221,17.1900,
E00085934,Baffins,Portsmouth,South East,25,320,7.8100,
E00086062,Copnor,Portsmouth,South East,34,404,8.4200,
E00086408,Nelson,Portsmouth,South East,24,330,7.2700,
E00086037,Charles Dickens,Portsmouth,South East,69,369,18.7000,
E00086474,St Jude,Portsmouth,South East,52,214,24.3000,
E00085953,Baffins,Portsmouth,South East,33,366,9.0200,
E00086502,St Thomas,Portsmouth,South East,54,250,21.6000,
E00086329,Milton,Portsmouth,South East,29,339,8.5500,
E00086101,Copnor,Portsmouth,South East,32,320,10.0000,
E00086201,Eastney and Craneswater,Portsmouth,South East,46,288,15.9700,
E00086485,St Jude,Portsmouth,South East,87,185,47.0300,
E00086404,Nelson,Portsmouth,South East,43,325,13.2300,
E00086470,St Jude,Portsmouth,South East,37,290,12.7600,
E00086186,Eastney and Craneswater,Portsmouth,South East,81,455,17.8000,
E00085925,Baffins,Portsmouth,South East,38,435,8.7400,
E00086017,Charles Dickens,Portsmouth,South East,43,374,11.5000,
E00086524,St Thomas,Portsmouth,South East,26,341,7.6200,
E00086265,Fratton,Portsmouth,South East,78,471,16.5600,
E00086465,St Jude,Portsmouth,South East,76,204,37.2500,
E00086096,Copnor,Portsmouth,South East,20,303,6.6000,
E00174439,St Thomas,Portsmouth,South East,50,151,33.1100,
E00086094,Copnor,Portsmouth,South East,35,402,8.7100,
E00174458,St Thomas,Portsmouth,South East,45,240,18.7500,
E00086015,Charles Dickens,Portsmouth,South East,61,273,22.3400,
E00085972,Central Southsea,Portsmouth,South East,43,305,14.1000,
E00086193,Eastney and Craneswater,Portsmouth,South East,66,302,21.8500,
E00086406,Nelson,Portsmouth,South East,41,263,15.5900,
E00086066,Copnor,Portsmouth,South East,39,284,13.7300,
E00174466,Charles Dickens,Portsmouth,South East,17,144,11.8100,
E00085941,Baffins,Portsmouth,South East,23,283,8.1300,
E00086284,Hilsea,Portsmouth,South East,51,264,19.3200,
E00086258,Fratton,Portsmouth,South East,29,280,10.3600,
E00086343,Milton,Portsmouth,South East,31,222,13.9600,
E00086226,Eastney and Craneswater,Portsmouth,South East,114,411,27.7400,
E00086047,Charles Dickens,Portsmouth,South East,48,322,14.9100,
E00174436,Milton,Portsmouth,South East,45,258,17.4400,
E00086277,Fratton,Portsmouth,South East,38,437,8.7000,
E00086361,Milton,Portsmouth,South East,26,324,8.0200,
E00086036,Charles Dickens,Portsmouth,South East,71,315,22.5400,
E00086545,St Thomas,Portsmouth,South East,90,348,25.8600,
E00086541,St Thomas,Portsmouth,South East,31,332,9.3400,
E00086481,St Jude,Portsmouth,South East,37,252,14.6800,
E00086298,Hilsea,Portsmouth,South East,37,306,12.0900,
E00086048,Charles Dickens,Portsmouth,South East,69,368,18.7500,
E00086529,St Thomas,Portsmouth,South East,42,347,12.1000,
E00086476,St Jude,Portsmouth,South East,47,318,14.7800,
E00086027,Charles Dickens,Portsmouth,South East,60,291,20.6200,
E00086400,Nelson,Portsmouth,South East,34,297,11.4500,
E00086286,Hilsea,Portsmouth,South East,21,275,7.6400,
E00086323,Milton,Portsmouth,South East,41,318,12.8900,
E00086025,Charles Dickens,Portsmouth,South East,50,508,9.8400,
E00086272,Fratton,Portsmouth,South East,31,300,10.3300,
E00085938,Baffins,Portsmouth,South East,21,326,6.4400,
E00086324,Milton,Portsmouth,South East,23,282,8.1600,
E00086057,Charles Dickens,Portsmouth,South East,70,386,18.1300,
E00086249,Fratton,Portsmouth,South East,30,331,9.0600,
E00086377,Nelson,Portsmouth,South East,39,289,13.4900,
E00086195,Eastney and Craneswater,Portsmouth,South East,46,301,15.2800,
E00086208,Eastney and Craneswater,Portsmouth,South East,42,299,14.0500,
E00086378,Nelson,Portsmouth,South East,38,299,12.7100,
E00086289,Hilsea,Portsmouth,South East,37,336,11.0100,
E00086055,Charles Dickens,Portsmouth,South East,54,305,17.7000,
E00086097,Copnor,Portsmouth,South East,20,342,5.8500,
E00086219,Eastney and Craneswater,Portsmouth,South East,32,303,10.5600,
E00086016,Charles Dickens,Portsmouth,South East,101,377,26.7900,
E00085936,Baffins,Portsmouth,South East,48,352,13.6400,
E00086347,Milton,Portsmouth,South East,43,245,17.5500,
E00085956,Baffins,Portsmouth,South East,41,312,13.1400,
E00086243,Fratton,Portsmouth,South East,31,358,8.6600,
E00086018,Charles Dickens,Portsmouth,South East,96,176,54.5500,
E00086099,Copnor,Portsmouth,South East,27,336,8.0400,
E00086207,Eastney and Craneswater,Portsmouth,South East,17,269,6.3200,
E00085979,Central Southsea,Portsmouth,South East,28,424,6.6000,
E00086368,Nelson,Portsmouth,South East,95,274,34.6700,
E00085989,Central Southsea,Portsmouth,South East,48,322,14.9100,
E00086371,Nelson,Portsmouth,South East,61,267,22.8500,
E00086475,St Jude,Portsmouth,South East,50,269,18.5900,
E00086506,St Thomas,Portsmouth,South East,54,219,24.6600,
E00086244,Fratton,Portsmouth,South East,111,208,53.3700,
E00086191,Eastney and Craneswater,Portsmouth,South East,55,256,21.4800,
E00086156,Drayton and Farlington,Portsmouth,South East,49,281,17.4400,
E00086510,St Thomas,Portsmouth,South East,59,474,12.4500,
E00174456,St Thomas,Portsmouth,South East,81,311,26.0500,
E00086041,Charles Dickens,Portsmouth,South East,52,362,14.3600,
E00086043,Charles Dickens,Portsmouth,South East,34,317,10.7300,
E00086030,Charles Dickens,Portsmouth,South East,22,355,6.2000,
E00086064,Copnor,Portsmouth,South East,58,221,26.2400,
E00086068,Copnor,Portsmouth,South East,24,323,7.4300,
E00086327,Milton,Portsmouth,South East,48,262,18.3200,
E00085924,Baffins,Portsmouth,South East,33,465,7.1000,
E00086504,St Thomas,Portsmouth,South East,72,295,24.4100,
E00086358,Milton,Portsmouth,South East,28,373,7.5100,
E00085996,Central Southsea,Portsmouth,South East,45,321,14.0200,
E00086398,Nelson,Portsmouth,South East,39,294,13.2700,
E00086319,Hilsea,Portsmouth,South East,28,349,8.0200,
E00086038,Charles Dickens,Portsmouth,South East,79,222,35.5900,
E00086344,Milton,Portsmouth,South East,65,422,15.4000,
E00085945,Baffins,Portsmouth,South East,21,305,6.8900,
E00086256,Fratton,Portsmouth,South East,33,432,7.6400,
E00086214,Eastney and Craneswater,Portsmouth,South East,45,313,14.3800,
E00085995,Central Southsea,Portsmouth,South East,25,429,5.8300,
E00086215,Eastney and Craneswater,Portsmouth,South East,36,274,13.1400,
E00086295,Hilsea,Portsmouth,South East,23,333,6.9100,
E00086381,Nelson,Portsmouth,South East,76,277,27.4400,
